stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
137,"Russell/Rte 9 (Holiday Inn Express)",,  42.359985, -72.546738,,,,,,
1370,"PEARL / SPRING",,  42.107552, -72.586098,,,,,,
1371,"ELM / US HWY 20",,  42.107216, -72.622696,,,,,,
1372,"HANCOCK / QUINCY",,  42.107689, -72.568459,,,,,,
1373,"BRADLEY / CHEROKEE",,  42.108162, -72.521118,,,,,,
1374,"WESTFIELD / NELSON",,  42.106869, -72.648384,,,,,,
1375,"WESTFORD / MASSACHUSETTS",,  42.107677, -72.557518,,,,,,
1376,"WESTFIELD / WOODMONT",,  42.106834, -72.650505,,,,,,
1377,"WALNUT / CHARTER",,  42.107441, -72.576401,,,,,,
1378,"WESTFIELD / CEDAR",,  42.106808, -72.645424,,,,,,
1379,"WESTFIELD / ROYCE",,  42.106880, -72.623657,,,,,,
138,"Logtown Road (In)",,  42.356838, -72.482407,,,,,,
1380,"ELM / WESTFIELD",,  42.106796, -72.622940,,,,,,
1381,"WALNUT / CHARTER",,  42.107330, -72.576103,,,,,,
1382,"WESTFIELD / WOODMONT",,  42.106571, -72.650429,,,,,,
1383,"WESTFIELD / CEDAR",,  42.106537, -72.644943,,,,,,
1384,"PEARL / SPRING",,  42.107208, -72.586372,,,,,,
1385,"WESTFIELD / SPRINGFIELD",,  42.106380, -72.652702,,,,,,
1386,"WESTFORD / GUNN",,  42.107197, -72.558266,,,,,,
1387,"Commerce High School",,  42.107189, -72.578773,,,,,,
1388,"WESTFIELD / LOCUST",,  42.106239, -72.652763,,,,,,
1389,"WESTFIELD / VAN DEENE",,  42.106293, -72.625511,,,,,,
139,"Logtown Road (Out)",,  42.356487, -72.481956,,,,,,
1390,"PARK / LATHROP",,  42.106476, -72.618958,,,,,,
1391,"MAIN / US HWY 20",,  42.106476, -72.616447,,,,,,
1392,"WESTFIELD / VAN DEENE",,  42.106365, -72.624947,,,,,,
1393,"TINKHAM / MAIN",,  42.107937, -72.436584,,,,,,
1394,"TINKHAM / MAIN",,  42.107899, -72.436485,,,,,,
1395,"WORTHINGTON / CHESTNUT",,  42.106537, -72.589493,,,,,,
1396,"US HWY 20 / PARK AVENUE",,  42.106117, -72.617867,,,,,,
1397,"PLUMTREE / TALBOT",,  42.107277, -72.507515,,,,,,
1398,"WORTHINGTON / CHESTNUT",,  42.106461, -72.589752,,,,,,
1399,"MAIN / BLISS",,  42.106228, -72.615913,,,,,,
14,"Laurenitis Farm Stand (Out)",,  42.442165, -72.551346,,,,,,
140,"Hampshire Mall",,  42.355961, -72.550140,,,,,,
1400,"MIDDLESEX / BRISTOL",,  42.106785, -72.551353,,,,,,
1401,"WALNUT / UNION",,  42.106518, -72.575050,,,,,,
1402,"HANCOCK / TYLER",,  42.106510, -72.568222,,,,,,
1403,"WESTFIELD / MAPLE",,  42.105789, -72.642914,,,,,,
1404,"WESTFIELD / VAN DEENE",,  42.105900, -72.626717,,,,,,
1405,"WALNUT / UNION",,  42.106461, -72.574829,,,,,,
1406,"WESTFIELD / MAPLE",,  42.106136, -72.643295,,,,,,
1407,"WESTFIELD / ALTAMONT",,  42.105644, -72.659836,,,,,,
1408,"WESTFIELD / ELY",,  42.105656, -72.659828,,,,,,
1409,"PARK / US HWY 20",,  42.105949, -72.620049,,,,,,
141,"Valley Medical",,  42.356674, -72.485382,,,,,,
1410,"PLUMTREE / TALBOT",,  42.106934, -72.507645,,,,,,
1411,"WESTFIELD / VAN DEENE",,  42.105824, -72.626648,,,,,,
1412,"WESTFIELD / THOMPSON",,  42.105347, -72.661766,,,,,,
1413,"Verizon Building",,  42.106171, -72.580070,,,,,,
1414,"WESTFIELD / BROOKLINE",,  42.105419, -72.656303,,,,,,
1415,"STATE / WALNUT",,  42.106201, -72.580353,,,,,,
1416,"TAYLOR / DWIGHT",,  42.106209, -72.591400,,,,,,
1417,"WESTFORD / KING",,  42.106331, -72.558235,,,,,,
1418,"WALNUT / OAK",,  42.105663, -72.573792,,,,,,
1419,"HANCOCK / PENDLETON",,  42.105862, -72.568207,,,,,,
142,"Mountain Farms Mall",,  42.355381, -72.552010,,,,,,
1420,"BRIDGE / CHESTNUT",,  42.106030, -72.587914,,,,,,
1421,"KING / WESTFORD",,  42.105900, -72.558372,,,,,,
1422,"KING / NORTHAMPTON",,  42.105888, -72.558983,,,,,,
1423,"WALNUT / OAK",,  42.105747, -72.573761,,,,,,
1424,"KING / WILBRAHAM",,  42.105804, -72.559776,,,,,,
1425,"TINKHAM / MOUNTAINBROOK",,  42.106777, -72.442642,,,,,,
1426,"KING / WILBRAHAM",,  42.105728, -72.559860,,,,,,
1427,"WESTFIELD / SILVER",,  42.104965, -72.641052,,,,,,
1428,"US HWY 20 / PARK",,  42.105118, -72.619675,,,,,,
1429,"KING / LOGAN",,  42.105637, -72.561249,,,,,,
143,"Leeds",,  42.353508, -72.699921,,,,,,
1430,"PEARL / HILLMAN",,  42.105949, -72.587845,,,,,,
1431,"WESTFIELD / LAUREL",,  42.104679, -72.663460,,,,,,
1432,"WESTFIELD / MERCURY",,  42.104900, -72.629829,,,,,,
1433,"WESTFIELD / MEADOWBROOK",,  42.104511, -72.664841,,,,,,
1434,"KING / LOGAN",,  42.105545, -72.561348,,,,,,
1435,"TINKHAM / EVANGELINE",,  42.106548, -72.442947,,,,,,
1436,"WESTFIELD / HILLCREST",,  42.104431, -72.672935,,,,,,
1437,"MAIN / FAIRVIEW",,  42.104839, -72.614090,,,,,,
1438,"WESTFIELD / SILVER",,  42.104668, -72.640717,,,,,,
1439,"WESTFIELD / HATHORNE",,  42.104336, -72.676010,,,,,,
144,"Russell/Russell (The Stables)",,  42.354649, -72.557220,,,,,,
1440,"KING / EASTERN",,  42.105400, -72.563263,,,,,,
1441,"WESTFIELD / OHIO",,  42.104401, -72.669731,,,,,,
1442,"WESTFIELD / MERCURY",,  42.104836, -72.629707,,,,,,
1443,"MAIN / FAIRVIEW",,  42.104889, -72.613930,,,,,,
1444,"WESTFIELD / HATHORNE",,  42.104137, -72.675423,,,,,,
1445,"State/Spring",,  42.105133, -72.582031,,,,,,
1446,"KING / MERRICK",,  42.105255, -72.564537,,,,,,
1447,"WESTFIELD / OHIO",,  42.104210, -72.669662,,,,,,
1448,"WESTFIELD / POPLAR",,  42.104218, -72.666763,,,,,,
1449,"KING / MERRICK",,  42.105160, -72.564568,,,,,,
145,"Mill Street (In)",,  42.354939, -72.520660,,,,,,
1450,"Springfield Bus Terminal",,  42.104843, -72.597015,,,,,,
1451,"KING / NELSON",,  42.104900, -72.567535,,,,,,
1452,"KING / NELSON",,  42.104816, -72.567612,,,,,,
1453,"WESTFIELD / RAMP",,  42.104031, -72.633621,,,,,,
1454,"State/School",,  42.104671, -72.582413,,,,,,
1455,"WALNUT / KING",,  42.104794, -72.572365,,,,,,
1456,"WESTFIELD / PLEASANT",,  42.103725, -72.634331,,,,,,
1457,"DWIGHT / HARRISON",,  42.104088, -72.589050,,,,,,
1458,"WESTFIELD / SUMMIT",,  42.103561, -72.636269,,,,,,
1459,"BRADLEY / PLUMTREE",,  42.104668, -72.519447,,,,,,
146,"Russell/Russell (Whole Foods)",,  42.354675, -72.556938,,,,,,
1460,"PLUMTREE / GLENVALE",,  42.104683, -72.512070,,,,,,
1461,"No longer used  Use stop at Main and Bridge",,  42.103920, -72.593437,,,,,,
1462,"PLUMTREE / GLENVALE",,  42.104649, -72.511726,,,,,,
1463,"MAIN / CHURCH",,  42.103733, -72.612427,,,,,,
1464,"MAIN / CHURCH",,  42.103657, -72.612091,,,,,,
1465,"WESTFIELD / SUMMIT",,  42.103226, -72.636673,,,,,,
1466,"WORTHINGTON / MAIN",,  42.103886, -72.592674,,,,,,
1467,"Main/Worthington",,  42.103676, -72.592628,,,,,,
1468,"PLUMTREE / EVERGREEN",,  42.104286, -72.515465,,,,,,
1469,"BRADLEY / PLUMTREE",,  42.104160, -72.519218,,,,,,
147,"Columbia Drive (In)",,  42.354034, -72.522133,,,,,,
1470,"WALNUT / JAMES",,  42.104362, -72.571838,,,,,,
1471,"PLUMTREE / OLD FARM",,  42.104153, -72.516045,,,,,,
1472,"PLUMTREE / OLD FARM",,  42.104092, -72.517334,,,,,,
1473,"PLUMTREE / OLD FARM",,  42.103996, -72.517487,,,,,,
1474,"MAIN / BRIDGE",,  42.103264, -72.591797,,,,,,
1475,"Main and Harrison",,  42.103210, -72.589523,,,,,,
1476,"MAIN / JAMES",,  42.102840, -72.610970,,,,,,
1477,"MAIN / COTTAGE",,  42.102673, -72.610428,,,,,,
1478,"WALNUT / LEBANON",,  42.103050, -72.569748,,,,,,
1479,"STATE / CHESTNUT",,  42.102825, -72.585014,,,,,,
148,"Old Belchertown Road",,  42.353470, -72.476204,,,,,,
1480,"WALNUT / LEBANON",,  42.102619, -72.569244,,,,,,
1481,"Main/Harrison",,  42.102467, -72.590027,,,,,,
1482,"BRANCH / PLUMTREE",,  42.103092, -72.523178,,,,,,
1484,"MOSLEY / MAIN",,  42.101982, -72.609016,,,,,,
1485,"ALDEN / SHEFFIELD",,  42.102306, -72.560318,,,,,,
1486,"TINKHAM / STONY HILL",,  42.103203, -72.458511,,,,,,
1487,"MAPLE / HIGH",,  42.102016, -72.582474,,,,,,
1488,"MAIN / GEORGE",,  42.101788, -72.608826,,,,,,
1489,"WILBRAHAM / ALDEN",,  42.102295, -72.558899,,,,,,
149,"Old Belchertown Road (Out)",,  42.353374, -72.476250,,,,,,
1490,"BRANCH / TERRACE",,  42.102531, -72.526146,,,,,,
1491,"Alden/Eastern (2)",,  42.102058, -72.562447,,,,,,
1492,"WALNUT / BRIGHAM",,  42.101990, -72.568314,,,,,,
1493,"Alden/Eastern (1)",,  42.101948, -72.563698,,,,,,
1494,"MAPLE / UNION",,  42.101589, -72.581863,,,,,,
1495,"Court Square",,  42.101463, -72.588219,,,,,,
1496,"WALNUT / ALDEN",,  42.101677, -72.567719,,,,,,
1497,"ALDEN / HANCOCK",,  42.101624, -72.566399,,,,,,
1498,"MAPLE / UNION",,  42.101372, -72.581367,,,,,,
1499,"WALNUT / ASHLEY",,  42.101006, -72.566719,,,,,,
15,"Laurenitis Farm Stand (In)",,  42.442162, -72.551491,,,,,,
150,"VA Medical Center",,  42.351288, -72.682175,,,,,,
1500,"MAIN / ALLEN",,  42.100269, -72.605629,,,,,,
1501,"MAIN / ALLEN",,  42.100403, -72.606056,,,,,,
1503,"Main/Stockbridge",,  42.100361, -72.586090,,,,,,
1504,"MAPLE / AVON",,  42.100044, -72.579666,,,,,,
1505,"Main/Howard",,  42.099873, -72.585594,,,,,,
1506,"MAPLE / AVON",,  42.099968, -72.579231,,,,,,
1507,"WALNUT / CROSBY",,  42.099892, -72.565079,,,,,,
1508,"STERNS / CENTRAL",,  42.099739, -72.576324,,,,,,
1509,"RIVER / SPRING",,  42.099197, -72.634338,,,,,,
151,"The Brook (Out)",,  42.351631, -72.525970,,,,,,
1510,"PLUMTREE / GORMAN",,  42.100182, -72.524132,,,,,,
1511,"CENTRAL / STERNS",,  42.099644, -72.576469,,,,,,
1512,"CENTRAL / CEDAR",,  42.099632, -72.575066,,,,,,
1513,"River/King",,  42.098640, -72.635399,,,,,,
1514,"CENTRAL / CEDAR",,  42.099571, -72.574684,,,,,,
1515,"CHAPIN / MAIN",,  42.099152, -72.603859,,,,,,
1516,"MAIN / UNION",,  42.099285, -72.584541,,,,,,
1517,"HICKORY / CONKLIN",,  42.099461, -72.559631,,,,,,
1518,"RIVER / KING",,  42.098568, -72.635742,,,,,,
1519,"TERRACE / PLUMTREE",,  42.099407, -72.526314,,,,,,
152,"The Brook (In)",,  42.351509, -72.526543,,,,,,
1520,"CENTRAL / PINE",,  42.099075, -72.573181,,,,,,
1521,"CENTRAL / PINE",,  42.099148, -72.573280,,,,,,
1522,"WALNUT / HIGH",,  42.098396, -72.632713,,,,,,
1523,"PLUMTREE / TERRACE",,  42.099274, -72.526184,,,,,,
1524,"MAIN / BRIDGE",,  42.098408, -72.602753,,,,,,
1525,"PLUMTREE / CHESTERFIELD",,  42.099125, -72.528656,,,,,,
1526,"PLUMTREE / CHESTERFIELD",,  42.099041, -72.528648,,,,,,
1527,"HICKORY / EASTERN",,  42.098701, -72.561134,,,,,,
1528,"MAIN / BRIDGE",,  42.098442, -72.603043,,,,,,
1529,"MAIN / WILLIAM",,  42.098297, -72.583488,,,,,,
153,"Southpoint",,  42.350418, -72.530266,,,,,,
1530,"MAIN / WILLIAM",,  42.098190, -72.583183,,,,,,
1531,"CENTRAL / BEECH",,  42.098297, -72.570702,,,,,,
1532,"WALNUT / HICKORY",,  42.098263, -72.564018,,,,,,
1533,"PLUMTREE / CHALMERS",,  42.098518, -72.530266,,,,,,
1534,"MAIN / NEW BRIDGE",,  42.097820, -72.602158,,,,,,
1535,"HICKORY / WALNUT",,  42.098171, -72.563248,,,,,,
1536,"PLUMTREE / CHALMERS",,  42.098415, -72.530319,,,,,,
1537,"CENTRAL / SPRUCE",,  42.098000, -72.569450,,,,,,
1538,"CENTRAL / SPRUCE",,  42.098022, -72.569778,,,,,,
1539,"BRIDGE / HIGH",,  42.097218, -72.635323,,,,,,
154,"Mayflower Apts. (In)",,  42.350712, -72.470169,,,,,,
1540,"WALNUT / OTTAWA",,  42.097000, -72.632225,,,,,,
1541,"PLUMTREE / ABBOTT",,  42.097996, -72.531685,,,,,,
1542,"MAIN / MARGARET",,  42.097492, -72.582756,,,,,,
1543,"WALNUT / OTTAWA",,  42.096935, -72.632118,,,,,,
1544,"MEMORIAL / MAIN",,  42.096931, -72.599289,,,,,,
1545,"MAIN / MORRIS",,  42.097069, -72.582214,,,,,,
1546,"1 Stop Plaza",,  42.097149, -72.566589,,,,,,
1547,"RIFLE / ALLEN",,  42.097195, -72.564224,,,,,,
1548,"MEMORIAL / MAIN",,  42.096790, -72.599220,,,,,,
1549,"CENTRAL / HANCOCK",,  42.097111, -72.566612,,,,,,
155,"Shay Street",,  42.350334, -72.519432,,,,,,
1550,"PLUMTREE / GILLETTE",,  42.097195, -72.533875,,,,,,
1551,"CENTRAL / RIFLE",,  42.096863, -72.565521,,,,,,
1552,"MEMORIAL / NEW BRIDGE",,  42.096283, -72.606850,,,,,,
1553,"PLUMTREE / GILLETTE",,  42.096951, -72.534393,,,,,,
1554,"ALLEN / MALDEN",,  42.096626, -72.562027,,,,,,
1555,"ALLEN / MALDEN",,  42.096573, -72.562515,,,,,,
1556,"PLUMTREE / OREGON",,  42.096745, -72.535439,,,,,,
1557,"WALNUT / MAPLE",,  42.095825, -72.631981,,,,,,
1558,"PLUMTREE / OREGON",,  42.096588, -72.535614,,,,,,
1559,"BRIDGE / MAPLE",,  42.095539, -72.633911,,,,,,
156,"Mayflower Apts. (Out)",,  42.350464, -72.470062,,,,,,
1560,"WHITE / REVERE",,  42.095993, -72.560791,,,,,,
1561,"WHITE / REVERE",,  42.096100, -72.560806,,,,,,
1562,"Main/Loring",,  42.095924, -72.581741,,,,,,
1563,"PLUMTREE / WHITTUM",,  42.096302, -72.536720,,,,,,
1564,"PLUMTREE / ROOSEVELT",,  42.096249, -72.537354,,,,,,
1565,"MAIN / ADAMS",,  42.095631, -72.581497,,,,,,
1566,"Riverbend Medical Center",,  42.096260, -72.502983,,,,,,
1567,"Big Y at Allen and Cooley Sts.",,  42.096199, -72.500008,,,,,,
1568,"PLUMTREE / WHEELER",,  42.095848, -72.538673,,,,,,
1569,"PLUMTREE / GRANDVIEW",,  42.095875, -72.538895,,,,,,
157,"The Boulders",,  42.349056, -72.528877,,,,,,
1570,"Wingate",,  42.096066, -72.504501,,,,,,
1571,"Century Plaza",,  42.094975, -72.603439,,,,,,
1572,"PLUMTREE / EDDYWOOD",,  42.095467, -72.540543,,,,,,
1573,"MAPLE / HIGHLAND",,  42.094524, -72.634598,,,,,,
1574,"PLUMTREE / EDDYWOOD",,  42.095394, -72.540520,,,,,,
1575,"Century Plaza Big Y",,  42.094753, -72.604744,,,,,,
1576,"MEMORIAL / LOWELL",,  42.094421, -72.614647,,,,,,
1577,"Bicentennial Hwy. (1)",,  42.095608, -72.508995,,,,,,
1578,"MEMORIAL / LOWELL",,  42.094486, -72.613937,,,,,,
1579,"MAPLE / MOORE",,  42.094181, -72.635086,,,,,,
158,"Wentworth Drive",,  42.347862, -72.512688,,,,,,
1580,"Walnut/Dwight",,  42.094120, -72.631325,,,,,,
1581,"WHITE / GRAND",,  42.094845, -72.559219,,,,,,
1582,"Main/Montpelier",,  42.094448, -72.581100,,,,,,
1583,"PLUMTREE / PILGRIM",,  42.094734, -72.542297,,,,,,
1584,"WHITE / GRAND",,  42.094555, -72.558685,,,,,,
1585,"MAIN / GARDNER",,  42.094296, -72.581177,,,,,,
1586,"MEMORIAL / BOSWORTH",,  42.093956, -72.616074,,,,,,
1587,"MEMORIAL / BOSWORTH",,  42.093884, -72.615822,,,,,,
1588,"Allen/Bicentennial",,  42.094822, -72.510040,,,,,,
1589,"Allen/Bicentennial (inbound)",,  42.094753, -72.509605,,,,,,
159,"RUSSELL / SPRUCE HILL",,  42.347073, -72.572624,,,,,,
1590,"PLUMTREE / MAYFLOWER",,  42.094452, -72.542572,,,,,,
1591,"ALLEN / TALMADGE",,  42.094688, -72.513748,,,,,,
1592,"MAPLE / TOWER",,  42.093208, -72.635956,,,,,,
1593,"Allen/Bridlepath",,  42.094646, -72.514618,,,,,,
1594,"Allen/Wilshire (inbound)",,  42.094315, -72.508263,,,,,,
1595,"MEMORIAL / EAST",,  42.093330, -72.618080,,,,,,
1596,"PLUMTREE / MAYFLOWER",,  42.093987, -72.543457,,,,,,
1597,"ALLEN / WILSHIRE",,  42.094288, -72.508415,,,,,,
1598,"MILL / MAPLE",,  42.093834, -72.571136,,,,,,
1599,"MEMORIAL / EAST",,  42.093224, -72.617981,,,,,,
160,"RUSSELL / SPRUCE HILL",,  42.347115, -72.572372,,,,,,
1600,"Main/Marble",,  42.093075, -72.580650,,,,,,
1601,"WALNUT / WINTHROP",,  42.093025, -72.630928,,,,,,
1602,"MILL / MAPLE",,  42.093620, -72.572090,,,,,,
1603,"ORANGE / PALM",,  42.093674, -72.553703,,,,,,
1604,"ORANGE / PALM",,  42.093716, -72.553909,,,,,,
1605,"MAIN / BROAD",,  42.093369, -72.580872,,,,,,
1606,"EXPOSITION / MEMORIAL",,  42.093040, -72.619308,,,,,,
1607,"PLUMTREE / MAYFLOWER",,  42.093731, -72.543686,,,,,,
1608,"ALLEN / ALBERTA",,  42.093582, -72.552811,,,,,,
1609,"ALLEN / ALBERTA",,  42.093407, -72.551598,,,,,,
161,"RUSSELL / NASHUA",,  42.345749, -72.575462,,,,,,
1610,"ORANGE / CLAREMONT",,  42.093388, -72.555450,,,,,,
1611,"ORANGE / HANCOCK",,  42.093281, -72.568733,,,,,,
1612,"Allen/Allen Park (inbound)",,  42.093788, -72.505890,,,,,,
1613,"WHITE / ORANGE",,  42.093155, -72.556786,,,,,,
1614,"Dickinson and Locust",,  42.093224, -72.569229,,,,,,
1615,"MILL / LOCUST",,  42.093460, -72.569084,,,,,,
1616,"WHITE / ORANGE",,  42.093323, -72.557144,,,,,,
1617,"ORANGE / THAYER",,  42.093319, -72.556412,,,,,,
1618,"MEMORIAL / EXPOSITION",,  42.092674, -72.620407,,,,,,
1619,"ALLEN / ALLEN PARK",,  42.093712, -72.505898,,,,,,
162,"Russell/Pine Hill",,  42.345966, -72.574806,,,,,,
1620,"MEMORIAL / HEYWOOD",,  42.092644, -72.621231,,,,,,
1621,"ORANGE / THAYER",,  42.093246, -72.556419,,,,,,
1622,"SUMNER / BAIRDCREST",,  42.093353, -72.522171,,,,,,
1623,"MILL / RAMP",,  42.092831, -72.574593,,,,,,
1624,"ORANGE / WAREHAM",,  42.092960, -72.558609,,,,,,
1625,"ORANGE / WAREHAM",,  42.092915, -72.558525,,,,,,
1626,"ALLEN / CALIFORNIA",,  42.092979, -72.549339,,,,,,
1627,"LOCUST / DARWELL",,  42.092705, -72.570618,,,,,,
1628,"ORANGE / WIGWAM",,  42.092743, -72.567490,,,,,,
163,"MAIN / STATE HWY 9",,  42.344357, -72.682350,,,,,,
1630,"ORANGE / EARL",,  42.092674, -72.560364,,,,,,
1631,"MAPLE / ORCHARD",,  42.091862, -72.637115,,,,,,
1632,"ORANGE / WIGWAM",,  42.092655, -72.566589,,,,,,
1633,"ALLEN / CORCORAN",,  42.092991, -72.520767,,,,,,
1634,"ALLEN / DELL",,  42.092731, -72.548340,,,,,,
1635,"LOCUST / DARWELL",,  42.092529, -72.571190,,,,,,
1636,"ORANGE / REVERE",,  42.092617, -72.560303,,,,,,
1637,"PLUMTREE / PALMYRA",,  42.092709, -72.545143,,,,,,
1638,"ALLEN / MANDALAY",,  42.092690, -72.547707,,,,,,
1639,"PLUMTREE / PALMYRA",,  42.092823, -72.544907,,,,,,
164,"Warren Wright Road (Out)",,  42.345600, -72.467339,,,,,,
1640,"ORANGE / MALDEN",,  42.092419, -72.561989,,,,,,
1641,"ORANGE / OAKLAND",,  42.092335, -72.562111,,,,,,
1642,"ORANGE / EUCLID",,  42.092255, -72.564865,,,,,,
1643,"MEMORIAL / AVENUE OF THE STATES",,  42.091724, -72.623581,,,,,,
1644,"SUMNER / HUDSON",,  42.092606, -72.524933,,,,,,
1645,"ALLEN / WAYNE",,  42.092377, -72.546097,,,,,,
1646,"ORANGE / EUCLID",,  42.092171, -72.564980,,,,,,
1647,"ALLEN / WAYNE",,  42.092300, -72.546120,,,,,,
1648,"MEMORIAL / CIRCUIT",,  42.091518, -72.624664,,,,,,
1649,"ALLEN / HARBOUR",,  42.092453, -72.522934,,,,,,
165,"Warren Wright Road (In)",,  42.345501, -72.467125,,,,,,
1650,"DICKINSON / WIGWAM",,  42.091980, -72.567993,,,,,,
1651,"DICKINSON / SACHEM",,  42.091846, -72.567749,,,,,,
1652,"Main/Acushnet (opposite)",,  42.091782, -72.580032,,,,,,
1653,"LOCUST / WOODSIDE",,  42.091881, -72.572456,,,,,,
1654,"SUMNER / PINECREST",,  42.092243, -72.526756,,,,,,
1655,"Main/Acushnet",,  42.091709, -72.579727,,,,,,
1656,"MILL / PINE",,  42.091782, -72.575378,,,,,,
1657,"Eastern States Exposition",,  42.091305, -72.624832,,,,,,
1658,"WHITE / DAWSON",,  42.091911, -72.555054,,,,,,
1659,"LOCUST / WOODSIDE",,  42.091709, -72.572548,,,,,,
1660,"SUMNER / EMERSON",,  42.092060, -72.527679,,,,,,
1661,"Five Town Plaza",,  42.093376, -72.500687,,,,,,
1662,"Stop and Shop at Allen and Cooley Sts.",,  42.091278, -72.498932,,,,,,
1663,"ALLEN / MANOR",,  42.091843, -72.525261,,,,,,
1664,"Sumner/Chalmers",,  42.091770, -72.529190,,,,,,
1665,"LOCUST / WOODSIDE",,  42.091339, -72.573502,,,,,,
1666,"MAPLE / OAK HILL",,  42.090649, -72.638016,,,,,,
1667,"LOCUST / WOODSIDE",,  42.091213, -72.573509,,,,,,
1668,"WHITE / MANSFIELD",,  42.091145, -72.554001,,,,,,
1669,"Walnut/Springfield",,  42.090343, -72.629501,,,,,,
167,"Crocker Farm (Out)",,  42.344849, -72.520538,,,,,,
1670,"Mill and Locust (N)",,  42.090672, -72.577217,,,,,,
1671,"Mill and Locust",,  42.090733, -72.577782,,,,,,
1672,"Sumner/Allen",,  42.091125, -72.532974,,,,,,
1673,"WHITE / SCOTT",,  42.090889, -72.553795,,,,,,
1674,"DICKINSON / EUCLID",,  42.090775, -72.566750,,,,,,
1675,"ALLEN / ACCESS",,  42.091068, -72.530251,,,,,,
1676,"DICKINSON / EUCLID",,  42.090672, -72.566353,,,,,,
1677,"WALNUT / SPRINGFIELD",,  42.089836, -72.629120,,,,,,
1678,"SUMNER / GARLAND",,  42.090702, -72.534073,,,,,,
1679,"MAPLE / BEGLEY",,  42.089546, -72.638687,,,,,,
168,"Russell/East (RMV)",,  42.343769, -72.579468,,,,,,
1680,"MAPLE / BEGLEY",,  42.089458, -72.638824,,,,,,
1681,"DICKINSON / HALL",,  42.090157, -72.565102,,,,,,
1682,"Roosevelt/Sumner",,  42.090382, -72.536644,,,,,,
1683,"DICKINSON / HALL",,  42.090076, -72.565247,,,,,,
1684,"WHITE / STRATFORD",,  42.090134, -72.552757,,,,,,
1685,"WHITE / AINSWORTH",,  42.090115, -72.552589,,,,,,
1686,"SUMNER / ELOISE",,  42.090034, -72.537590,,,,,,
1687,"Belmont/Leyfred",,  42.089687, -72.575417,,,,,,
1688,"BELMONT / LEYFRED",,  42.089622, -72.575615,,,,,,
1689,"DICKINSON / OAKLAND",,  42.089699, -72.563286,,,,,,
169,"RUSSELL / EAST",,  42.343132, -72.581429,,,,,,
1690,"SUMNER / EDDYWOOD",,  42.089951, -72.538857,,,,,,
1691,"SUMNER / HOWES",,  42.089706, -72.539322,,,,,,
1692,"FORT PLEASANT / BLAKE HILL",,  42.089386, -72.576813,,,,,,
1693,"MAIN / MAIN",,  42.088806, -72.625778,,,,,,
1694,"sumner/Rencelau",,  42.089546, -72.540916,,,,,,
1695,"BELMONT / WOODSIDE",,  42.089043, -72.573822,,,,,,
1696,"DICKINSON / KENWOOD",,  42.089241, -72.562080,,,,,,
1697,"SUMNER / CASTLE",,  42.089378, -72.541092,,,,,,
1698,"BELMONT / WOODSIDE",,  42.089184, -72.573662,,,,,,
1699,"FORT PLEASANT / BLAKE HILL",,  42.089008, -72.576431,,,,,,
17,"Plumtree Road (In)",,  42.432369, -72.544518,,,,,,
170,"Hampshire Plaza/ Big Y",,  42.340733, -72.642075,,,,,,
1700,"BELMONT / BELLEVUE",,  42.088768, -72.571800,,,,,,
1701,"WHITE / KIMBERLY",,  42.088844, -72.550842,,,,,,
1702,"Sumner/Perkins",,  42.088898, -72.544250,,,,,,
1703,"BELMONT / BELLEVUE",,  42.088581, -72.571274,,,,,,
1704,"WHITE / KIMBERLY",,  42.088730, -72.550827,,,,,,
1705,"FORT PLEASANT / LEETE",,  42.088413, -72.576263,,,,,,
1706,"SUMNER / ECKINGTON",,  42.088654, -72.544769,,,,,,
1707,"DICKINSON / ALDERMAN",,  42.088406, -72.560364,,,,,,
1708,"Fort Pleasant/Forrest Park Ave.",,  42.088238, -72.575897,,,,,,
1709,"DICKINSON / ALDERMAN",,  42.088314, -72.560081,,,,,,
171,"RUSSELL / MIDDLE",,  42.342346, -72.588676,,,,,,
1710,"Belmont/Mountainview",,  42.088081, -72.568626,,,,,,
1711,"Belmont/Keith",,  42.088161, -72.568520,,,,,,
1712,"SUMNER / RITTENHOUSE",,  42.088234, -72.547668,,,,,,
1713,"SPRINGFIELD / ROWLEY",,  42.087173, -72.640823,,,,,,
1714,"BELMONT / HALL",,  42.087914, -72.567177,,,,,,
1715,"Sumner/White",,  42.087948, -72.549187,,,,,,
1716,"Sumner/Irvington",,  42.087902, -72.548592,,,,,,
1717,"Belmont/Litchfield",,  42.087452, -72.565224,,,,,,
1718,"Belmont/Oakland",,  42.087440, -72.564613,,,,,,
1719,"DICKINSON / BURLINGTON",,  42.087456, -72.559158,,,,,,
172,"RUSSELL / MIDDLE",,  42.342201, -72.589355,,,,,,
1720,"DICKINSON / BURLINGTON",,  42.087280, -72.558792,,,,,,
1721,"WHITE / PRISCILLA",,  42.087387, -72.548981,,,,,,
1722,"Sumner/Herman",,  42.087334, -72.552361,,,,,,
1723,"WHITE / PRISCILLA",,  42.087334, -72.548775,,,,,,
1724,"MAIN / FEDERAL",,  42.086487, -72.621979,,,,,,
1725,"Sumner / Bryant",,  42.087162, -72.552444,,,,,,
1726,"SUMNER / POMONA",,  42.086967, -72.554230,,,,,,
1727,"BELMONT / BEAUMONT",,  42.086964, -72.562004,,,,,,
